Order Number ,Order Date,SKU ID,Warehouse ID,Customer Type,Order Quantity,Unit Sale Price,Revenue
SO - 035322,2022-01-17,3075BA,GUT930,Export,3.64961816,31.0,113
SO - 035323,2022-01-18,1766CA,GUT930,Distributor,6.047355612,30.0,181
SO - 035324,2022-01-18,1571AA,NXH382,Wholesale,3.362635507,320.0,1076
SO - 035325,2022-01-18,2267CA,GUT930,Distributor,6.10643511,1896.44,11580
SO - 035326,2022-01-18,2336BA,NXH382,Distributor,73.77936717,7.92068,584
SO - 035327,2022-01-18,2391CA,NXH382,Wholesale,3388.596237,0.75915,2572
SO - 035328,2022-01-18,2539AA,FLR025,Export,0.191727962,30.0,6
SO - 035329,2022-01-18,1326AA,AXW291,Wholesale,9.546058391,30.0,286
SO - 035330,2022-01-18,1434BA,AXW291,Wholesale,3.136613535,30.0,94
SO - 035331,2022-01-18,3249CA,AXW291,Wholesale,9.313605188,320.0,2980
SO - 035332,2022-01-18,3462AA,AXW291,Export,100.0,4.1,410
SO - 035333,2022-01-18,2564BA,GUT930,Wholesale,21.0,309.205,6493
SO - 035334,2022-01-18,1083AA,AXW291,Wholesale,2100.0,29.02,60942
SO - 035335,2022-01-18,1993AA,AXW291,Wholesale,175.0,83.75125,14656
SO - 035336,2022-01-18,1479CA,AXW291,Distributor,9.0,385.5625,3470
SO - 035337,2022-01-18,3193AA,AXW291,Distributor,3.0,1425.0,4275
SO - 035338,2022-01-18,1956AA,GUT930,Distributor,1.0,573.09,573
SO - 035339,2022-01-18,1921AA,AXW291,Wholesale,1.0,50000.0,50000
SO - 035340,2022-01-18,1130AA,AXW291,Distributor,120.0,17.26609,2072
SO - 035341,2022-01-18,2396CA,AXW291,Wholesale,4344.0,0.7646,3321
SO - 035342,2022-01-18,3358BA,NXH382,Export,1.0,1363.64,1364
SO - 035343,2022-01-18,1479CA,AXW291,Distributor,2.0,385.5625,771
SO - 035344,2022-01-18,2513CA,AXW291,Distributor,2.0,4805.03,9610
SO - 035345,2022-01-18,3512AA,GUT930,Distributor,2238.0,0.10295,230
SO - 035346,2022-01-18,1083AA,AXW291,Wholesale,7104.0,29.02,206158
SO - 035347,2022-01-18,3160BA,AXW291,Distributor,630.0,270.909,170673
SO - 035348,2022-01-18,1511CA,NXH382,Distributor,25.0,6.787,170
SO - 035349,2022-01-18,1379CA,AXW291,Wholesale,8.0,490.18125,3921
SO - 035350,2022-01-18,2212CA,AXW291,Wholesale,2.0,884.36,1769
SO - 035351,2022-01-18,1464AA,AXW291,Distributor,5.0,842.57,4213
SO - 035352,2022-01-18,3053AA,NXH382,Wholesale,2.0,40.87148,82
SO - 035353,2022-01-18,1956CA,NXH382,Wholesale,2.0,1250.0,2500
SO - 035354,2022-01-18,1077CA,GUT930,Wholesale,5500.0,22.9777,126377
SO - 035355,2022-01-18,2041CA,GUT930,Distributor,2.0,648.42,1297
SO - 035356,2022-01-18,2025AA,AXW291,Export,4.0,442.805,1771
SO - 035357,2022-01-18,3053AA,FLR025,Wholesale,9.0,40.87148,368
SO - 035358,2022-01-18,2501CA,GUT930,Wholesale,17.0,35.12175,597
SO - 035359,2022-01-18,1586CA,AXW291,Wholesale,2.0,286.571,573
SO - 035360,2022-01-18,1499CA,AXW291,Distributor,3.0,6600.0,19800
SO - 035361,2022-01-18,1499AA,AXW291,Wholesale,60.0,14.22359,853
SO - 035362,2022-01-18,1906CA,FLR025,Export,1.0,1893.75,1894
SO - 035363,2022-01-18,1499AA,NXH382,Wholesale,30.0,14.22359,427
SO - 035364,2022-01-18,3161BA,NXH382,Export,266.0,360.0,95760
SO - 035365,2022-01-18,2501CA,NXH382,Wholesale,149.0,35.12175,5233
SO - 035366,2022-01-19,3533CA,GUT930,Wholesale,3500.0,0.64377,2253
SO - 035367,2022-01-19,1130AA,NXH382,Wholesale,240.0,17.26609,4144
SO - 035368,2022-01-19,2528CA,NXH382,Export,1218.793914,21.0,25595
SO - 035369,2022-01-19,3271CA,NXH382,Wholesale,0.706896454,34.5,24
SO - 035370,2022-01-19,3239AA,GUT930,Wholesale,1.179660708,687.5,811
SO - 035371,2022-01-19,1308BA,AXW291,Distributor,8.623439906,30.0,259
SO - 035372,2022-01-19,2096AA,AXW291,Wholesale,8.609558786,30.0,258
SO - 035373,2022-01-19,1468AA,AXW291,Distributor,4.003389607,30.0,120
SO - 035374,2022-01-19,1902BA,GUT930,Wholesale,1.973313659,30.0,59
SO - 035375,2022-01-19,3098AA,NXH382,Wholesale,0.311665332,3862.32,1204
SO - 035376,2022-01-19,2336BA,NXH382,Wholesale,301.6144518,7.92068,2389
SO - 035377,2022-01-19,1326AA,GUT930,Distributor,7.737763112,30.0,232
SO - 035378,2022-01-19,1281BA,GUT930,Wholesale,0.56939446,139500.0,79431
SO - 035379,2022-01-19,1819AA,NXH382,Wholesale,2.54133228,30.0,76
SO - 035380,2022-01-19,3016BA,AXW291,Wholesale,1.382527311,20005.8,27659
SO - 035381,2022-01-19,1712AA,GUT930,Export,5.156714377,30.0,155
SO - 035382,2022-01-19,2573CA,NXH382,Distributor,30.55416395,1618.99,49467
SO - 035383,2022-01-19,2371CA,AXW291,Wholesale,304.2457699,3.44,1047
SO - 035384,2022-01-19,3249CA,AXW291,Distributor,2.531262005,320.0,810
SO - 035385,2022-01-19,1206BA,GUT930,Wholesale,17.41161699,236.62475,4120
SO - 035386,2022-01-19,3180BA,NXH382,Wholesale,4.856069003,30.0,146
SO - 035387,2022-01-19,3006CA,GUT930,Export,4.692345704,30.0,141
SO - 035388,2022-01-19,3006CA,NXH382,Wholesale,1.690645048,30.0,51
SO - 035389,2022-01-19,2418CA,AXW291,Export,16903.41225,5.8,98040
SO - 035390,2022-01-19,2528CA,AXW291,Wholesale,516.2524135,21.0,10841
SO - 035391,2022-01-19,1373BA,NXH382,Distributor,9.464800771,30.0,284
SO - 035392,2022-01-19,1798AA,AXW291,Distributor,6.22880718,375.0,2336
SO - 035393,2022-01-19,1857AA,AXW291,Export,0.063055305,30.0,2
SO - 035394,2022-01-19,1902BA,FLR025,Wholesale,2.29332336,30.0,69
SO - 035395,2022-01-19,2336BA,AXW291,Wholesale,38.95619771,7.92068,309
SO - 035396,2022-01-19,1857AA,FLR025,Wholesale,7.236704656,30.0,217
SO - 035397,2022-01-19,1798AA,AXW291,Distributor,1.555648963,375.0,583
SO - 035398,2022-01-19,1308BA,NXH382,Distributor,5.823354609,30.0,175
SO - 035399,2022-01-19,2422BA,AXW291,Wholesale,744.0173907,49.9,37126
SO - 035400,2022-01-19,1295CA,AXW291,Distributor,1.498861998,175000.0,262301
SO - 035401,2022-01-19,1712AA,AXW291,Wholesale,0.968596458,30.0,29
SO - 035402,2022-01-19,1819AA,AXW291,Wholesale,6.314500759,30.0,189
SO - 035403,2022-01-19,1374CA,AXW291,Wholesale,1.514826501,30.0,45
SO - 035404,2022-01-19,3178CA,NXH382,Export,0.440634438,26000.0,11456
SO - 035405,2022-01-19,2117BA,AXW291,Export,6.504254192,2424.0,15766
SO - 035406,2022-01-19,2473CA,NXH382,Distributor,10176.53285,5.95,60550
SO - 035407,2022-01-19,2365AA,AXW291,Distributor,0.855324127,30.0,26
SO - 035408,2022-01-19,2573CA,AXW291,Wholesale,26.02894622,1618.99,42141
SO - 035409,2022-01-20,1798AA,AXW291,Wholesale,2.530628643,375.0,949
SO - 035410,2022-01-20,3264CA,AXW291,Wholesale,6.673223385,30.0,200
SO - 035411,2022-01-20,1745BA,AXW291,Wholesale,2.538879788,175.0,444
SO - 035412,2022-01-20,1321BA,GUT930,Distributor,6.126578302,30.0,184
SO - 035413,2022-01-20,1281BA,AXW291,Wholesale,0.303801678,139500.0,42380
SO - 035414,2022-01-20,2143AA,AXW291,Wholesale,8.697721392,30.0,261
SO - 035415,2022-01-20,1295CA,NXH382,Wholesale,0.786589175,175000.0,137653
SO - 035416,2022-01-20,3006CA,NXH382,Export,3.455612948,30.0,104
SO - 035417,2022-01-20,3006CA,GUT930,Wholesale,3.831460646,30.0,115
SO - 035418,2022-01-20,1811CA,GUT930,Wholesale,2.507721279,30.0,75
SO - 035419,2022-01-20,2096AA,GUT930,Distributor,5.147800727,30.0,154
SO - 035420,2022-01-20,3271CA,FLR025,Wholesale,0.297718618,34.5,10
SO - 035421,2022-01-20,2528CA,AXW291,Wholesale,867.891192,21.0,18226
SO - 035422,2022-01-20,1317BA,AXW291,Distributor,4.207393801,30.0,126
SO - 035423,2022-01-20,2473CA,AXW291,Distributor,11445.50463,5.95,68101
SO - 035424,2022-01-20,2923CA,NXH382,Wholesale,5.0,20.18857,101
SO - 035425,2022-01-20,1224AA,AXW291,Wholesale,12.0,698.0,8376
SO - 035426,2022-01-20,3399AA,AXW291,Wholesale,2.0,194.753,390
SO - 035427,2022-01-20,2041CA,AXW291,Wholesale,5.0,648.42,3242
SO - 035428,2022-01-20,1163CA,AXW291,Distributor,11.0,94.66425,1041
SO - 035429,2022-01-20,1126CA,GUT930,Wholesale,27061.0,32.8,887601
SO - 035430,2022-01-20,1624AA,GUT930,Distributor,3.0,722.101,2166
SO - 035431,2022-01-20,1624AA,AXW291,Distributor,3.0,722.101,2166
SO - 035432,2022-01-20,2673BA,AXW291,Wholesale,85.0,13.0,1105
SO - 035433,2022-01-20,1994AA,GUT930,Distributor,20.0,450.53667,9011
SO - 035434,2022-01-20,2988AA,AXW291,Export,1.0,9261.0,9261
SO - 035435,2022-01-20,1193BA,GUT930,Wholesale,24.0,815.0,19560
SO - 035436,2022-01-20,1266CA,AXW291,Wholesale,1.0,118900.0,118900
SO - 035437,2022-01-20,2640BA,NXH382,Wholesale,21.0,444.45667,9334
SO - 035438,2022-01-20,1214CA,FLR025,Wholesale,81.0,317.65903,25730
SO - 035439,2022-01-20,3358BA,AXW291,Distributor,2.0,1363.64,2727
SO - 035440,2022-01-20,1993AA,GUT930,Distributor,3325.0,83.75125,278473
SO - 035441,2022-01-20,3053AA,GUT930,Distributor,6.0,40.87148,245
SO - 035442,2022-01-20,1130AA,AXW291,Wholesale,235.0,17.26609,4058
SO - 035443,2022-01-20,2930CA,FLR025,Wholesale,3.0,20.00833,60
SO - 035444,2022-01-20,1695CA,AXW291,Wholesale,1.0,1649.3,1649
SO - 035445,2022-01-20,2752AA,AXW291,Wholesale,40.0,76.502,3060
SO - 035446,2022-01-20,1479CA,GUT930,Wholesale,2.0,385.5625,771
SO - 035447,2022-01-20,1499AA,NXH382,Wholesale,71.0,14.22359,1010
SO - 035448,2022-01-20,1385CA,AXW291,Export,2.0,1781.5475,3563
SO - 035449,2022-01-20,1486CA,AXW291,Wholesale,5.0,190.72,954
SO - 035450,2022-01-20,2606AA,AXW291,Wholesale,2.0,2041.52333,4083
SO - 035451,2022-01-20,3079BA,GUT930,Wholesale,18.0,134.5,2421
SO - 035452,2022-01-21,3250CA,NXH382,Distributor,763.0,34.75342,26517
SO - 035453,2022-01-21,1445BA,GUT930,Export,1.0,1291.865,1292
SO - 035454,2022-01-21,1206BA,GUT930,Distributor,64.0,236.62475,15144
SO - 035455,2022-01-21,2515BA,GUT930,Distributor,260.0,90.0,23400
SO - 035456,2022-01-21,3160BA,GUT930,Distributor,25.0,270.909,6773
SO - 035457,2022-01-21,1486CA,NXH382,Wholesale,4.0,190.72,763
SO - 035458,2022-01-21,3404CA,NXH382,Export,20.0,396.54,7931
SO - 035459,2022-01-21,1630BA,GUT930,Wholesale,2.0,442.803,886
SO - 035460,2022-01-21,3027CA,AXW291,Wholesale,1.0,1145.83,1146
SO - 035461,2022-01-21,3512AA,NXH382,Wholesale,3149.0,0.10295,324
SO - 035462,2022-01-21,3502BA,NXH382,Export,2.0,1234.335,2469
SO - 035463,2022-01-21,3495CA,FLR025,Wholesale,10.0,39.835,398
SO - 035464,2022-01-21,3271CA,AXW291,Distributor,0.609604421,34.5,21
SO - 035465,2022-01-21,1827AA,NXH382,Wholesale,5.69512249,30.0,171
SO - 035466,2022-01-21,2365AA,AXW291,Wholesale,7.974345442,30.0,239
SO - 035467,2022-01-21,2418CA,GUT930,Wholesale,1113.077659,5.8,6456
SO - 035468,2022-01-21,1851CA,AXW291,Distributor,0.875757144,30.0,26
SO - 035469,2022-01-21,1678CA,AXW291,Export,3.819733467,30.0,115
SO - 035470,2022-01-21,1281BA,AXW291,Distributor,0.776198518,139500.0,108280
SO - 035471,2022-01-21,1842BA,AXW291,Distributor,0.327900472,6548.29,2147
SO - 035472,2022-01-21,1283CA,GUT930,Wholesale,0.336757632,98333.33,33114
SO - 035473,2022-01-21,1678CA,GUT930,Distributor,4.461921174,30.0,134
SO - 035474,2022-01-21,3249CA,AXW291,Wholesale,7.06819517,320.0,2262
SO - 035475,2022-01-21,3038BA,GUT930,Wholesale,1.662758233,1300.0,2162
SO - 035476,2022-01-21,2371CA,NXH382,Export,4424.034999,3.44,15219
SO - 035477,2022-01-21,2365AA,AXW291,Distributor,5.755495371,30.0,173
SO - 035478,2022-01-21,1801AA,AXW291,Distributor,9.71596941,1250.0,12145
SO - 035479,2022-01-21,3271CA,FLR025,Wholesale,0.805858763,34.5,28
SO - 035480,2022-01-21,2371CA,GUT930,Wholesale,8859.707169,3.44,30477
SO - 035481,2022-01-21,3075BA,AXW291,Distributor,6.848919283,31.0,212
SO - 035482,2022-01-21,1244AA,GUT930,Wholesale,3740.883852,60.0,224453
SO - 035483,2022-01-21,1196AA,FLR025,Wholesale,1.9066235,30.0,57
SO - 035484,2022-01-21,3180BA,GUT930,Wholesale,1.864744985,30.0,56
SO - 035485,2022-01-21,1712AA,FLR025,Distributor,5.899435578,30.0,177
SO - 035486,2022-01-21,1811CA,AXW291,Export,7.135190421,30.0,214
SO - 035487,2022-01-21,1296CA,GUT930,Wholesale,4.846781733,30.0,145
SO - 035488,2022-01-21,3180BA,FLR025,Wholesale,6.469911687,30.0,194
SO - 035489,2022-01-21,1325AA,NXH382,Wholesale,8.310537128,30.0,249
SO - 035490,2022-01-21,3239AA,GUT930,Distributor,2.568199579,687.5,1766
SO - 035491,2022-01-21,2096AA,GUT930,Wholesale,5.854844372,30.0,176
SO - 035492,2022-01-21,3239AA,NXH382,Distributor,0.290095558,687.5,199
SO - 035493,2022-01-21,2573CA,GUT930,Distributor,20.60799879,1618.99,33364
SO - 035494,2022-01-21,2096AA,NXH382,Distributor,3.681278956,30.0,110
SO - 035495,2022-01-22,3249CA,NXH382,Distributor,9.011236481,320.0,2884
SO - 035496,2022-01-22,2539AA,FLR025,Wholesale,5.015053364,30.0,150
SO - 035497,2022-01-22,1876AA,NXH382,Distributor,0.51023286,22919.0,11694
SO - 035498,2022-01-22,1801AA,NXH382,Export,5.711561064,1250.0,7139
SO - 035499,2022-01-22,3098AA,GUT930,Wholesale,3.490122685,3862.32,13480
SO - 035500,2022-01-22,1830AA,NXH382,Wholesale,7.431429027,30.0,223
SO - 035501,2022-01-22,2449CA,AXW291,Wholesale,5.384511127,30.0,162
SO - 035502,2022-01-22,2473CA,NXH382,Distributor,866.2471218,5.95,5154
SO - 035503,2022-01-22,2528CA,GUT930,Distributor,1139.345051,21.0,23926
SO - 035504,2022-01-22,1876AA,FLR025,Distributor,0.477007463,22919.0,10933
SO - 035505,2022-01-22,2573CA,AXW291,Distributor,42.5569784,1618.99,68899
SO - 035506,2022-01-22,3249CA,NXH382,Wholesale,0.346945613,320.0,111
SO - 035507,2022-01-22,2336BA,GUT930,Distributor,82.32496946,7.92068,652
SO - 035508,2022-01-22,1374CA,AXW291,Wholesale,9.249460169,30.0,277
SO - 035509,2022-01-22,2371CA,AXW291,Wholesale,10256.6123,3.44,35283
SO - 035510,2022-01-22,1902BA,NXH382,Distributor,8.711046693,30.0,261
SO - 035511,2022-01-22,1420CA,AXW291,Distributor,8.479477241,30.0,254
SO - 035512,2022-01-22,1582CA,AXW291,Export,1.221875071,550.0,672
SO - 035513,2022-01-22,1801AA,AXW291,Wholesale,14.99589851,1250.0,18745
SO - 035514,2022-01-22,2418CA,AXW291,Distributor,11071.38254,5.8,64214
SO - 035515,2022-01-22,1601AA,NXH382,Wholesale,5.0,918.403,4592
SO - 035516,2022-01-22,2212AA,NXH382,Wholesale,3.0,747.405,2242
SO - 035517,2022-01-22,3413AA,GUT930,Wholesale,5.0,35.3004,177
SO - 035518,2022-01-22,2170BA,NXH382,Wholesale,6.0,305.19,1831
SO - 035519,2022-01-22,1116CA,AXW291,Wholesale,3000.0,32.8,98400
SO - 035520,2022-01-22,1130AA,AXW291,Wholesale,100.0,17.26609,1727
SO - 035521,2022-01-22,3250CA,AXW291,Wholesale,175.0,34.75342,6082
SO - 035522,2022-01-22,3138CA,GUT930,Wholesale,10.0,376.116,3761
SO - 035523,2022-01-22,2840AA,NXH382,Wholesale,311.0,8.61042,2678
SO - 035524,2022-01-22,1486CA,AXW291,Distributor,10.0,190.72,1907
SO - 035525,2022-01-22,2935BA,NXH382,Distributor,6.0,23.495,141
SO - 035526,2022-01-22,2714CA,GUT930,Distributor,349.0,49.79846,17380
SO - 035527,2022-01-22,2487BA,NXH382,Wholesale,3.0,14.4,43
SO - 035528,2022-01-22,2013AA,FLR025,Wholesale,80.0,143.8402,11507
SO - 035529,2022-01-22,3512AA,AXW291,Wholesale,4200.0,0.10295,432
SO - 035530,2022-01-22,2923CA,FLR025,Export,10.0,20.18857,202
SO - 035531,2022-01-22,1077CA,FLR025,Export,50.0,22.9777,1149
SO - 035532,2022-01-22,2814BA,AXW291,Wholesale,133.0,50.49535,6716
SO - 035533,2022-01-22,1964BA,AXW291,Wholesale,65.0,99.12769,6443
SO - 035534,2022-01-22,3177CA,AXW291,Distributor,270.0,69.45642,18753
SO - 035535,2022-01-22,3590BA,FLR025,Wholesale,16.0,115.085,1841
SO - 035536,2022-01-22,2291AA,AXW291,Distributor,612.0,18.75596,11479
SO - 035537,2022-01-22,2255CA,AXW291,Export,4.0,1712.565,6850
SO - 035538,2022-01-23,3461CA,AXW291,Wholesale,2.0,30.064,60
SO - 035539,2022-01-23,1077CA,GUT930,Wholesale,2040.0,22.9777,46875
SO - 035540,2022-01-23,2988AA,FLR025,Distributor,1.0,9261.0,9261
SO - 035541,2022-01-23,2326CA,AXW291,Wholesale,30.0,63.5592,1907
SO - 035542,2022-01-23,2041CA,NXH382,Export,6.0,648.42,3891
SO - 035543,2022-01-23,3143CA,GUT930,Distributor,20.0,47.764,955
SO - 035544,2022-01-23,3027CA,AXW291,Wholesale,1.0,1145.83,1146
SO - 035545,2022-01-23,2229CA,NXH382,Distributor,3.0,751.0,2253
SO - 035546,2022-01-23,1971AA,AXW291,Distributor,170.0,321.9469,54731
SO - 035547,2022-01-23,3177CA,AXW291,Wholesale,56.25,69.45642,3907
SO - 035548,2022-01-23,2337CA,NXH382,Wholesale,150.0,1.72706,259
SO - 035549,2022-01-23,1956CA,AXW291,Wholesale,1.0,1250.0,1250
SO - 035550,2022-01-23,1992AA,AXW291,Wholesale,100.0,586.3916,58639
SO - 035551,2022-01-23,3250CA,NXH382,Wholesale,350.0,34.75342,12164
SO - 035552,2022-01-23,1116CA,AXW291,Wholesale,1000.0,32.8,32800
SO - 035553,2022-01-23,3512AA,AXW291,Wholesale,3458.0,0.10295,356
SO - 035554,2022-01-23,3205AA,AXW291,Distributor,0.691475325,76300.0,52760
SO - 035555,2022-01-23,3249CA,AXW291,Wholesale,5.874638992,320.0,1880
SO - 035556,2022-01-23,2473CA,NXH382,Distributor,8630.446829,5.95,51351
SO - 035557,2022-01-23,3038BA,GUT930,Export,0.942545755,1300.0,1225
SO - 035558,2022-01-23,2096AA,FLR025,Export,7.31512552,30.0,219
SO - 035559,2022-01-23,2371CA,AXW291,Distributor,8889.548811,3.44,30580
SO - 035560,2022-01-23,1830AA,AXW291,Distributor,8.571409568,30.0,257
SO - 035561,2022-01-23,3271CA,NXH382,Wholesale,1.42817289,34.5,49
SO - 035562,2022-01-23,1698CA,GUT930,Wholesale,0.564612432,30.0,17
SO - 035563,2022-01-23,1488CA,NXH382,Wholesale,5.685415773,30.0,171
SO - 035564,2022-01-23,3205AA,NXH382,Distributor,0.734318371,76300.0,56028
SO - 035565,2022-01-23,1947CA,GUT930,Wholesale,8.413752304,30.0,252
SO - 035566,2022-01-23,3180BA,AXW291,Wholesale,0.345624176,30.0,10
SO - 035567,2022-01-23,1434BA,AXW291,Wholesale,4.04173134,30.0,121
SO - 035568,2022-01-23,2365AA,GUT930,Wholesale,0.324103059,30.0,10
SO - 035569,2022-01-23,1374CA,FLR025,Distributor,9.66331489,30.0,290
SO - 035570,2022-01-23,3271CA,AXW291,Export,0.472357491,34.5,16
SO - 035571,2022-01-23,1434BA,AXW291,Distributor,9.375547583,30.0,281
SO - 035572,2022-01-23,3264CA,GUT930,Distributor,3.501581879,30.0,105
SO - 035573,2022-01-23,1827AA,NXH382,Distributor,4.966283428,30.0,149
SO - 035574,2022-01-23,1582CA,AXW291,Export,0.671055306,550.0,369
SO - 035575,2022-01-23,3205AA,GUT930,Wholesale,0.47004735,76300.0,35865
SO - 035576,2022-01-23,2267CA,AXW291,Wholesale,6.761640959,1896.44,12823
SO - 035577,2022-01-23,1842BA,GUT930,Wholesale,0.694152688,6548.29,4546
SO - 035578,2022-01-23,1851CA,GUT930,Distributor,0.312631153,30.0,9
SO - 035579,2022-01-23,1745BA,AXW291,Wholesale,0.700098114,175.0,123
SO - 035580,2022-01-23,1766CA,GUT930,Wholesale,5.396020039,30.0,162
SO - 035581,2022-01-24,1745BA,FLR025,Wholesale,2.014169939,175.0,352
SO - 035582,2022-01-24,1281BA,AXW291,Distributor,1.029353596,139500.0,143595
SO - 035583,2022-01-24,1283CA,AXW291,Distributor,0.847797859,98333.33,83367
SO - 035584,2022-01-24,1281BA,NXH382,Wholesale,1.185167753,139500.0,165331
SO - 035585,2022-01-24,2458CA,GUT930,Wholesale,2706.225318,6.83263,18491
SO - 035586,2022-01-24,1842BA,AXW291,Distributor,0.549296317,6548.29,3597
SO - 035587,2022-01-24,3264CA,NXH382,Export,9.935645044,30.0,298
SO - 035588,2022-01-24,1009AA,GUT930,Distributor,242.0,28.76326,6961
SO - 035589,2022-01-24,2646AA,GUT930,Wholesale,39.0,908.33214,35425
SO - 035590,2022-01-24,2935BA,NXH382,Distributor,5.0,23.495,117
SO - 035591,2022-01-24,3619CA,AXW291,Wholesale,3428.0,0.7455,2556
SO - 035592,2022-01-24,2317CA,AXW291,Distributor,1500.0,37.26672,55900
SO - 035593,2022-01-24,3143CA,GUT930,Wholesale,3.0,47.764,143
SO - 035594,2022-01-24,3533CA,GUT930,Distributor,6000.0,0.64377,3863
SO - 035595,2022-01-24,1367CA,AXW291,Distributor,1.0,22000.0,22000
SO - 035596,2022-01-24,1993AA,AXW291,Wholesale,760.0,83.75125,63651
SO - 035597,2022-01-24,3448CA,NXH382,Wholesale,50.0,6.5255,326
SO - 035598,2022-01-24,3590BA,GUT930,Distributor,40.0,115.085,4603
SO - 035599,2022-01-24,3462AA,AXW291,Wholesale,100.0,4.1,410
SO - 035600,2022-01-24,1907AA,GUT930,Wholesale,2.0,6617.42,13235
SO - 035601,2022-01-24,2621AA,FLR025,Distributor,2.0,61.78333,124
SO - 035602,2022-01-24,2293AA,AXW291,Wholesale,126.0,12.73097,1604
SO - 035603,2022-01-24,2331CA,AXW291,Wholesale,250.0,210.12419,52531
SO - 035604,2022-01-24,3551CA,AXW291,Export,300.0,7.06831,2120
SO - 035605,2022-01-24,1586CA,GUT930,Distributor,8.0,286.571,2293
SO - 035606,2022-01-24,1126CA,GUT930,Distributor,450.0,32.8,14760
SO - 035607,2022-01-24,1907AA,FLR025,Wholesale,1.0,6617.42,6617
SO - 035608,2022-01-24,3132BA,FLR025,Export,1.0,190.0,190
SO - 035609,2022-01-24,2923CA,NXH382,Distributor,6.0,20.18857,121
SO - 035610,2022-01-24,1126CA,GUT930,Distributor,50.0,32.8,1640
SO - 035611,2022-01-24,3533CA,AXW291,Distributor,1000.0,0.64377,644
SO - 035612,2022-01-24,3413AA,NXH382,Wholesale,6.0,35.3004,212
SO - 035613,2022-01-24,3250CA,AXW291,Export,250.0,34.75342,8688
SO - 035614,2022-01-24,2326CA,AXW291,Wholesale,310.0,63.5592,19703
SO - 035615,2022-01-24,1967BA,GUT930,Wholesale,1250.0,178.65,223313
SO - 035616,2022-01-24,3358BA,AXW291,Distributor,1.0,1363.64,1364
SO - 035617,2022-01-24,2223AA,NXH382,Wholesale,3.0,918.7,2756
SO - 035618,2022-01-24,2528CA,AXW291,Wholesale,884.7482815,21.0,18580
SO - 035619,2022-01-24,3239AA,AXW291,Export,1.641941252,687.5,1129
SO - 035620,2022-01-24,2267CA,AXW291,Wholesale,1.657389139,1896.44,3143
SO - 035621,2022-01-24,3239AA,GUT930,Distributor,6.175487862,687.5,4246
SO - 035622,2022-01-24,1764AA,NXH382,Distributor,5.856094009,325.0,1903
SO - 035623,2022-01-24,1857AA,FLR025,Wholesale,1.745082558,30.0,52
SO - 035624,2022-01-25,1741BA,AXW291,Export,3.288967418,1450.0,4769
SO - 035625,2022-01-25,3239AA,FLR025,Wholesale,9.574186201,687.5,6582
SO - 035626,2022-01-25,1698CA,GUT930,Wholesale,8.040608967,30.0,241
SO - 035627,2022-01-25,1196AA,AXW291,Distributor,1.991760153,30.0,60
SO - 035628,2022-01-25,1434BA,GUT930,Wholesale,7.405155303,30.0,222
SO - 035629,2022-01-25,3264CA,FLR025,Distributor,7.963607954,30.0,239
SO - 035630,2022-01-25,2528CA,FLR025,Distributor,303.9641124,21.0,6383
SO - 035631,2022-01-25,2473CA,GUT930,Export,7560.275843,5.95,44984
SO - 035632,2022-01-25,2449CA,AXW291,Wholesale,7.637586538,30.0,229
SO - 035633,2022-01-25,1947CA,GUT930,Wholesale,5.447338591,30.0,163
SO - 035634,2022-01-25,1766CA,AXW291,Wholesale,6.954289463,30.0,209
SO - 035635,2022-01-25,3239AA,AXW291,Wholesale,4.933545609,687.5,3392
SO - 035636,2022-01-25,3205AA,NXH382,Wholesale,0.833566705,76300.0,63601
SO - 035637,2022-01-25,2267CA,AXW291,Distributor,1.394546813,1896.44,2645
SO - 035638,2022-01-25,3205AA,AXW291,Distributor,0.009280133,76300.0,708
SO - 035639,2022-01-25,1672AA,AXW291,Distributor,5.082289589,30.0,152
SO - 035640,2022-01-25,3098AA,FLR025,Wholesale,9.105234447,3862.32,35167
SO - 035641,2022-01-25,1857AA,AXW291,Wholesale,8.282997848,30.0,248
SO - 035642,2022-01-25,1827AA,FLR025,Distributor,1.707654022,30.0,51
SO - 035643,2022-01-25,1281BA,FLR025,Wholesale,1.000784606,139500.0,139609
SO - 035644,2022-01-25,1403CA,AXW291,Distributor,0.063009661,2550.0,161
SO - 035645,2022-01-25,2391CA,AXW291,Wholesale,14327.36761,0.75915,10877
SO - 035646,2022-01-25,1374CA,AXW291,Wholesale,9.028835823,30.0,271
SO - 035647,2022-01-25,1826AA,FLR025,Wholesale,0.318680765,30.0,10
SO - 035648,2022-01-25,1196AA,AXW291,Export,2.57510578,30.0,77
SO - 035649,2022-01-25,3239AA,GUT930,Wholesale,7.136970012,687.5,4907
SO - 035650,2022-01-25,2548CA,AXW291,Distributor,8.020508888,30.0,241
SO - 035651,2022-01-25,1403CA,GUT930,Wholesale,0.396723676,2550.0,1012
SO - 035652,2022-01-25,2422BA,AXW291,Export,27.79597105,49.9,1387
SO - 035653,2022-01-25,1326AA,NXH382,Wholesale,7.93714711,30.0,238
SO - 035654,2022-01-25,1801AA,FLR025,Export,3.66733592,1250.0,4584
SO - 035655,2022-01-25,1390BA,AXW291,Export,9.662255559,30.0,290
SO - 035656,2022-01-25,1374CA,AXW291,Distributor,5.755019102,30.0,173
SO - 035657,2022-01-25,1295CA,NXH382,Distributor,0.799887828,175000.0,139980
